Lead Id,Visit date,Comment
1980722,2022-12-03," 
 30-10-23 18:42 PM (Kirti Prakash) : Table Discussion-client is from Nerul, works in IT compnay. Visited on behalf of his sister who is in Delhi. Looking for 2BHK, liked the project and will visit with his sister again on Tuesday or Wednesday. Will confirm the day. Will discuss on price further once Sister visits the site. -Follow Up/Revisit Discussions-07-12- Client said his sister have not confirmed yet for today's visit, if not today then they will plan for weekend visit.
08-12- Client revisited with his brother in law, project understanding given by Ajinkya, and his feedback are client is not in hurry to buy property, he will take time.
15-12- Call not answered, dropped message on WA.
16-12-Called twice but no response.
20-12- Client is not responding to calls. informed SM regarding same.
23-12- Client said, by next week, his sister is going to finalize property which she has shortlisted, asked to call once in next week.
28-12- Client said his sister have dropped plan, hence keeping on hold for property search as off now"
1980749,2022-12-04," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-looking at higher floor 3 bhk will revisit on saturday -Follow Up/Revisit Discussions-looking at higher floor 3 bhk will revisit on saturday 15.1.23 RTMI higher floor"
1980756,2022-12-04," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion--Client is from Airloi. Looking for 1BHK, liked the project but wants to scout more properties, requires 1 month time for decision. -Follow Up/Revisit Discussions-15-12- Call not answered, dropped message on WA
16-12- Client said he is busy, will connect by himself if he plans to buy our property.
28-12- Client said he will be looking property in Airoli only."
1980758,2022-12-04," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Client is from Kharghar. Looking for investment purpose. Pitched her Shop. Have liked the project and shortlisted unit. Will discuss with her brother and let know today evening for finalisation. -Follow Up/Revisit Discussions-05-12- Client will be doing final decision by today evening. Same feedback by CP
09-12- Client didint respond, CP given feedback, that her brother is not ready for shop, still they are discussing, will let know by CP only.
15-12-Client said her brother is not interested for location, dropping plan for now"
1980764,2022-12-07," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Staying @ Nerul , Investment  1 BHK 50 lac, working  in Brazil revisit with wife25th Dec. -Follow Up/Revisit Discussions-19-06-23: Not intrested in this locetion
05-06-23: Not answering calls
18-05-23: Not answering calls
10-05-23 : Not Answering calls
03-05-23: Not answering calls
28-04-23: coming 30th april for revisit just came from brazil
Not Answering Calls"
1980769,2022-12-08," 
 30-10-23 18:42 PM (Kirti Prakash) : Table Discussion-Will revert back soon for revisit looking 2 bhk -Follow Up/Revisit Discussions-Not answering the call 15.12.22 Ringing 20.12.22 Not looking anything"
1980766,2022-12-08," 
 30-10-23 18:42 PM (Kirti Prakash) : Table Discussion-looking for 2 bhk in proper kharghar for her brother who stays in qutar -Follow Up/Revisit Discussions-looking near the station"
1980773,2022-12-09," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Client is teacher by profession, looking for 2 BHK, RTMI, have liked the property, pitched B1, found location too far from station, client said will discuss and revert back. -Follow Up/Revisit Discussions-17.12.22 Call not answered
19.12.22 Call not answered
22.12.22 Call not answered
03.02 call not answered
04.02 not interested in this location"
1980794,2022-12-10," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion- Client lives in lalbaug, looking for 1 BHK, need to discuss with family members will revert back by tomorrow for further discussion. -Follow Up/Revisit Discussions-11-12- client said his brother have asked to hold plan for this year due to his marriage."
1980797,2022-12-10," 
 30-10-23 18:42 PM (Kirti Prakash) : Table Discussion- Client staying at  sect 36 Kharghar, looking for 1 BHK, will be visiting tomorrow for further discussion. -Follow Up/Revisit Discussions-11-12- Client revisited again, but did not like the sample flat, found the sizes of room too small.
16-12- Call not answered, dropped message on WA.
20-12- Client said he will be travelling for vacation, will get in touch in Jan.
03-01- Client said they are not back yet, will call back by himself.
13-01- Call not answered, dropped message on WA.
17-01- Not interested"
1980776,2022-12-09," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Client is retired Engineer, looking for 2 BHK, have liked the property, pitched 5B, just started scouting, will try to visit the site in 4 days. -Follow Up/Revisit Discussions-11.12.22 Daughter didnt like the property."
1980779,2022-12-09," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Client is from Kharghar, works in IDBI bank. Looking for 3BHK. Liked the project, need to discuss with family regarding inventory part, as he requires higher floor. Said will discuss and let know. -Follow Up/Revisit Discussions-15-12- Client said he is not okay with the inventory, and have dropped plan for a while of buying property"
1980838,2022-12-13," 
 30-10-23 18:42 PM (Kirti Prakash) : Table Discussion-Staying @ Parel Intrested in 1 BHK T 1 104 coming 15th Dec 4pm with wife -Follow Up/Revisit Discussions-14-07-23: Not Answering calls
04-07-23: Not Answering calls
19-06-23: Not Answering calls
05-06-23: Not answering calls
18-05-23: Not Answering calls
10-05-23: Noe answering calls
03-05-23:Not Answering calls
Not now Call feb end"
1980851,2022-12-16," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-client lives in Kalyan, he is agriculture officer by profession, looking for 2BHK, self use, have liked the property, pitched building number 4 and 5B, just started scouting, want to explore more, need time. -Follow Up/Revisit Discussions-22.12.22 Call not available
25.12.22 Call not available
17.01.23 call not available
03.02.23 call not answered
16.02 tried calling many time, not responding, hence lost"
1980889,2022-12-18," 
 30-10-23 19:10 PM (Kirti Prakash) : Table Discussion-Styaing @ Kamothe Working in Stand c fort, Intrested in Aamod project 1bhk 45 lac budget -Follow Up/Revisit Discussions-28-04-23: Not intrested for any property
Intrested in Aamod project 1bhk 45 lac budget"
1980866,2022-12-17," 
 30-10-23 18:31 PM (Kirti Prakash) : Table Discussion-Looking for 2 bhk her budget is 90lac she is into MLM bussines said will discuss with family and update you  -Follow Up/Revisit Discussions-19/12/2022 said will come with husband in this weekend //22/12/2022 said will come after makarsankrati"
1980869,2022-12-17," 
 30-10-23 18:21 PM (Kirti Prakash) : Table Discussion-26/02/2023 - client stays in Kamothe, intersted for 2bhk in oxy-2, will discuss with elder brother and will revert by friday.. -Follow Up/Revisit Discussions-03/03/2023 - client said he has booked property in Ulwe.."
1980876,2022-12-17," 
 30-10-23 18:19 PM (Kirti Prakash) : Table Discussion-Client is from Ghansoli. Looking for 2BHK, he already has a 1BHK in tower 2 , so he wants to upgrade it to 2 BHK , on conditional sale of his 1 BHK ,Pitched Aanandam -2 , he liked it but need 2 days time to decide, need to workout on his finances -Follow Up/Revisit Discussions-24/01/23-- Booked - 2A/1206/  he is ready to give EOI , his doughter is not well ,so he is busy in that ,asked to call tomorrow / Given EOI -54 k , Unit Choice 2BHK ,Floor Choice -9th to 13th floor "
1980886,2022-12-18," 
 30-10-23 18:31 PM (Kirti Prakash) : Table Discussion-25 lac ocr, Staying @ Pisarve, Want to visit with Family -Follow Up/Revisit Discussions-1st Kirawle land sale "
1980908,2022-12-21," 
 30-10-23 18:31 PM (Kirti Prakash) : Table Discussion-Staying @ Kamothe Working @ health care ind., Just Start Searching Property, 22nd Dec want to visit with wife -Follow Up/Revisit Discussions-wrong no.
Not interested in this location "
1980909,2022-12-21," 
 30-10-23 18:32 PM (Kirti Prakash) : Table Discussion-12/02...Client stays at mulund, works in reliance jio, his wife is a teacher was looking for 2.5 bhk for end-use in a budget of 80 lacs max, has seen runwal City they are given 75 lacs pricing for 3 bhk so he will have discussion with his family and will inform by tomorrow evening. -Follow Up/Revisit Discussions-SAid plan dropped"
1980912,2022-12-21," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Booked 1 bhk -Follow Up/Revisit Discussions-Booked 1 bhk"
1980817,2022-12-11," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Client is looking for 2 BHK, have liked the property, client have visited site in Mar was attended by me, client was waiting for o2, pitched the project, want to discuss with wife, need time. -Follow Up/Revisit Discussions-17.12.22 call not available, dropped the text.
19.12.22 Call not answered
22.12.22 Client is sckeptical about the location and project,"
1980820,2022-12-11," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-20/04/2023 - not reachable -Follow Up/Revisit Discussions-30/05/2023 - ringing...22/05/2023 - ringing...18/05/2023 - Ringing...08/05/2023 - ringing...05/05/2023 - not reachable...01/05/2023 - ringing...27/04/2023 - ringing...24/04/2023 - not reachable..21/04/2023 - Not Reachable.."
1980828,2022-12-11," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Client lives in sect 36, looking for jodi flat, convinced him for 3 BHK, have liked the project, looking for options in resale as well in vally shilp, client will visit with his family tomorrow for further discussion. -Follow Up/Revisit Discussions-16.12.22 Liked the Property, Booked B4 2003 - 2004"
1980834,2022-12-11," 
 30-10-23 18:42 PM (Kirti Prakash) : Table Discussion- Client is from Kharghar. Looking for 1BHK investment purpose. Liked the project, need to discuss with his bank for staff loan and get back in a weeks time. -Follow Up/Revisit Discussions-16-12- Call not answered, dropped message on WA.
18-12- Client said he checked his eligibility with his bank, and loan saction will be only 42L. he is not sure of his OCR as well, said will plan in future after he arranges funds."
1980843,2022-12-14," 
 30-10-23 18:42 PM (Kirti Prakash) : Table Discussion-Client is looking for 1bhk , selfuse, early Possession, max budget 50 lacs, stays in Sion Koliwada, works in Byculla,  Art Editor, 40 lacs loan eligibility, 5 lacs OCR, will discuss with wife and revert within a week. -Follow Up/Revisit Discussions-17.12.22 Not Interested"
1980857,2022-12-16," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Booked 1BHK B1-503 BY Manisha Makhija -Follow Up/Revisit Discussions-16-01- Cancelled,  due to no response, have informed SM about the same."
1980860,2022-12-17," 
 30-10-23 18:42 PM (Kirti Prakash) : Table Discussion-Staying @ Govandi, Working In tata, 75 to 80 lac Budget Low OCR , Revisit with family 25th Dec 2nd half -Follow Up/Revisit Discussions-10-05-23: Finalise @ U.Thane
28-04-23: Not answering calls
Locetions Issue , Near Panvel only Aamod visit done want moth time for finalise, Exploring "
1980894,2022-12-18," 
 30-10-23 18:19 PM (Kirti Prakash) : Table Discussion-18/12/2022 - client stays in Gansoli, working as a proffesor in college. intersted for 1bhk, exploring more projects in Kharghar, budget is 50 lacs, will discuss with family and will revert by next weekend... -Follow Up/Revisit Discussions-07/01/2023 - did not liked the location, booked in Gansoli...04/01/2023- Ringing..03/01/2023 - ringing...30/12/2022 - ringing...29/12/2022 - ringing...28/12/2022 - ringing...24/12/2022 - still working on Finances and Location also, will revert asap...23/12/2022 - ringing..."
1980897,2022-12-18," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Will visit comming saturday for visit -Follow Up/Revisit Discussions-Not answering the call 27.12.22 ringing 3.1.23 ringing 22.1.23 Ringing
2.2.23 not reachable 7.2.23 Ringing. 25.2.23 Booked in Kamothe"
1980899,2022-12-18," 
 30-10-23 18:19 PM (Kirti Prakash) : Table Discussion-Client have a textile business in Mumbai, looking for 2 BHK, selfuse, have like the property, want to discuss with family, need time to decide. -Follow Up/Revisit Discussions-22.12.22 didnt liked the property"
1980915,2022-12-21," 
 30-10-23 18:31 PM (Kirti Prakash) : Table Discussion-not qualified -Follow Up/Revisit Discussions-not qualified because of loan issue "
1980918,2022-12-21," 
 30-10-23 18:31 PM (Kirti Prakash) : Table Discussion-Client stays in Kharghar, looking for 2BHK. Liked the project, Interested for 5B Tower. Will visit with family on weekend to discuss further. -Follow Up/Revisit Discussions-23-12- Call not answered.
24-12- Call not answered, dropped message on WA
04-01- Call not answered.
13-01- Not responding to calls.
17-01- Not responding to calls."
1980964,2022-12-25," 
 30-10-23 18:31 PM (Kirti Prakash) : Table Discussion- Client is Staying in Kharghar Sec 10, he has a dry fruit business in APMC ,Vashi . He has a Different Requirement,he is looking for 3BHK, Fully furnished flat, want to move in within a month... -Follow Up/Revisit Discussions-03-07-23: Not Answering calls
26-06-23: Not answering calls
12-06-23: Not Answering calls
not looking for anything inn your project,RTMI FULLYFURNISH"
1980967,2022-12-25," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Clients Staying @ Chembur Both working in collage, want to visit with family in 29th Dec Early possetion Near chembur -Follow Up/Revisit Discussions-27-06-23: Not this locetion, Near City only
16-06-23: Not this locetion near stn. only
05-06-23: want some time call after 10 days
27-05-23: Not Answering calls
18-05-23: Now busy call next week
10-05-23:Not Answering call
3-05-23: Now @ village
Clients Staying @ Chembur Both working in collage, want to visit with family in 7th Jan Early possetion T1 104 T2 1203 "
1980970,2022-12-25," 
 30-10-23 18:31 PM (Kirti Prakash) : Table Discussion-want 3 to 4 days for manage payment, already purchased shops Vashi Ulwe.....  -Follow Up/Revisit Discussions-23-06-23: Not Connecting calls
03-05-23: Not connecting calls
want 3 to 4 days for manage payment, already purchased shops Vashi Ulwe..... Hotel Business, Not connecting calls,Not connecting calls"
1981009,2022-12-26," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Switch off -Follow Up/Revisit Discussions-Switch off 28.12.22 Switch off 6.1.23 Switch off"
1980904,2022-12-18," 
 30-10-23 18:31 PM (Kirti Prakash) : Table Discussion- Client is from Borivali. Looking for 1BHK, liked the project. Need 1 week time to scout more properties and for final decision. -Follow Up/Revisit Discussions-23-12-Call not answered, dropped message on WA.
24-12- Call not answered, informed CP regarding same
28-12- Call not answered.
13-12- Call not answered, informed SM regarding same.
17-01- Have dropped plan for this location"
1980907,2022-12-18," 
 30-10-23 18:42 PM (Kirti Prakash) : Table Discussion-Client is from Kalamboli, works for L&T Design department. Looking for 2BHk, liked thr project and interested for 2BHK Garden, Will be coming on next Saturday(24-12-22) with his father for further final discussion. -Follow Up/Revisit Discussions-23-12- Client said he will confirm today late evening on message whether he can come tomorrow morning or in evening.
24-12- Client  said his father have asked to hold plan yo buy property, due to covid situation
28-12- Call not answered.
06-01- Call disconnected.
14-01- Client is not responding to calls, informed SM regarding same.
17-01- Will be visiting on Sunday for further discussion.
20-01- Call not answered,// client said due to someone death in family he could not visit.
26-01- Client said he will visit on 5TH Feb.
03-02- Client said he will confirm his time on 5th Feb for visit.
05-02- Client didint turn up on sunday, due to some emergency, will plan for next weekend
10-02- Call not answered, dropped message on WA.
12-02- Client replied on WA message, that due to some personal problems he is not able to visit site, he will let know by himself once he gets free.
17-02- Client said he is going through some personal issues, will take time, said he will call by himslef once he gets free.
23-02- Client is not responding.
26-02- Client will be visiting today at 4Pm// 26-02- Client said due to some last moment work, he could not viist, will plan for next weekend.
03-03- Call not answered, dropped message on WA.
05-03- Client booked 2BHK type B."
1981346,2023-01-14," 
 30-10-23 18:42 PM (Kirti Prakash) : Table Discussion-Client is in police, looking for 1 BHK, Selfuse, want to explore more, want 1 BHK in 51 L, client said he will visit with his wife on monday for further discussion. -Follow Up/Revisit Discussions-16.01 client want 1 BHK in 51 L all inc, will visit site on wednesday
18.01 call not answered
20.01 calll not answered
24.01 want 1 BHK in 51 L
10.02 call not answered
02.03 call not answered, have informed SM
10,03  call not answered
31.03 call not answered
31.03 client called back, wamt 1 bhk in 51 L, will try to visit tomorrow
31.03 client is on duty for DCM, need time
07.04 call not answered
03.05 call not answered
13.05 call not answered
20.05 call not answered, informed SM"
1980921,2022-12-22," 
 30-10-23 18:19 PM (Kirti Prakash) : Table Discussion-Client is looking for 2BHK ,Works in  BARC ,Stays in govt Quarters of it in Chembur ,liked the project, but just started searching, scouting more projects in Panvel and Kharghar, they will revisit,after 15th Jan once with his daughter, then they will be able to finalize anything.... -Follow Up/Revisit Discussions-03-07-23: Not Intrested this locetion plan drop
26-06-23: Not Answering calls
12-06-23: Not Connecting calls
Ringing/Ringing /Ringing - will plan after 15th,will let you know"
1980932,2022-12-22," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion- Client is from Andheri. Looking for 2BHK investment purpose. Need to discuss with daughter who is in US and let know. -Follow Up/Revisit Discussions-28-01- Client said he is still discussing with daughter.
4-01- Client said they have dropped plan as of now."
1980935,2022-12-23," 
 30-10-23 18:31 PM (Kirti Prakash) : Table Discussion-Housewife , husband working @ TCS Staying at chembur want to visit 25th dec with family -Follow Up/Revisit Discussions-Not Answering Calls,RTMI, Not intrested at"
1980937,2022-12-23," 
 30-10-23 18:12 PM (Kirti Prakash) : Table Discussion-26/08/2023 - Client stays in Panvel, intersted for 2bhk for end use, working in Reliance Jio, just started exploring projects in Kharghar, client said he will work on Finances and will revert.. -Follow Up/Revisit Discussions-31/08/2023 - Booked - 2b - 1405 - Asif...30/08/2023 - ringing...29/08/2023 - Client said he is working on finances, will revert in weeks time..."
1980940,2022-12-24," 
 30-10-23 18:19 PM (Kirti Prakash) : Table Discussion-Client is Looking for  1BHK , looking for a Possession time line of 2025 , pitched him Anandam - 2 ,the liked the project , but need to discuss with family will get back in 2 days -Follow Up/Revisit Discussions-13-07-23:Not Answering calls
12-07-23: Not Answering calls
03-07-23: Not Answering calls
26-06-23: Not Answering calls
12-06-23; Not Answering calls
Ringing/Ringing/Ringing,not decied anything,family talk is going on,will get back to you"
1980958,2022-12-24," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Need some time to think -Follow Up/Revisit Discussions-Not answering 27.12.22 Ringing 3.1.23 Ringing 9.1.23 Ringing"
1980960,2022-12-24," 
 30-10-23 18:19 PM (Kirti Prakash) : Table Discussion-Client is from Kharghar, looking for 1BHK investment purpose, found the sizes small for 1BHK, said will discuss and let know through Meenakshi -Follow Up/Revisit Discussions-4-01- Client said he is not interested and hung up the call"
1980973,2022-12-25," 
 30-10-23 18:50 PM (Kirti Prakash) : Table Discussion- -Follow Up/Revisit Discussions-"
1980976,2022-12-25," 
 30-10-23 18:31 PM (Kirti Prakash) : Table Discussion-Not Answeing calls -Follow Up/Revisit Discussions-03-05-23: Plan drop
staying at kalamboli, Retired searching flat for daughter working at L & T phase 2, Not intrested in this locetion"
1980993,2022-12-25," 
 30-10-23 18:31 PM (Kirti Prakash) : Table Discussion- Client is staying in Belapur works at RBI. Looking for 2BHK in near possession,  pitched him other  options as well, will revisit again with family, then decide anything. -Follow Up/Revisit Discussions-Ringing/Ringing/still scouting more projects ,will revert back"
1981013,2022-12-26," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Client have a business of content advertising, looking for 3BHK, selfuse, just started scouting, want to explore more, general inquiry, husband is VP in Axis bank, as per client they will try to visit on the weekend, didn't disclose the budget. -Follow Up/Revisit Discussions-Call not answered
03.02 client dropped the plan"
1981100,2023-01-07," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Havent decide yet -Follow Up/Revisit Discussions-Casual Enquiry"
1981103,2023-01-07," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Wrong no -Follow Up/Revisit Discussions-Wrong no"
1980995,2022-12-25," 
 30-10-23 18:19 PM (Kirti Prakash) : Table Discussion- Client is Staying in Kharghar, Works for HSBC  Process, looking for 2 BHK , flexible with possession time , pitched them Anandam 2 as well ,they have just started Scouting, want to scout some more projects,also his brother is decision maker , and he is in Pune ,they will revisit the the Project once he is back. -Follow Up/Revisit Discussions-EOI Recived -2 BHK Anandam 2"
1981004,2022-12-25," 
 30-10-23 18:42 PM (Kirti Prakash) : Table Discussion-Client is from Chembur, works for BARC, looking for 3BHK, liked the project, have asked to inform if there is any availability for 3BHK -Follow Up/Revisit Discussions-04-01- Client have asked to inform if there is 3BHK avaialable
17-01- Client have dropped plan for this location"
1981007,2022-12-25," 
 30-10-23 18:42 PM (Kirti Prakash) : Table Discussion-Client is from Kharghar, looking for 2BHK. Liked the project will visit with family on tuesday for further discussion. -Follow Up/Revisit Discussions-27-12- Client said if possible he will visit today or tomorrow.
28-12- Call not answered, dropped message on WA.
29-12- Call not answered.
03-01- Call not answered.
19-01- Client said he has dropped plan as of now"
1981060,2023-01-05," 
 30-10-23 18:31 PM (Kirti Prakash) : Table Discussion-staying at Kharghar Investment Purpose want some time to finalise  -Follow Up/Revisit Discussions-Not interested in this location "
1981063,2023-01-05," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-05/01/2023 - client stays in Kamothe, client is retired from Canara Bank, looking for 2bhk investment purpose for his son,liked the project, already has 2 flats in Today's project in Kamothe, will discuss with his son and revert by next week.. -Follow Up/Revisit Discussions-02/02/2023 - pitched oxy-1, will discuss and will revert by 1st week of March..12/01/2023 - plan drop as budget is 75 lacs"
1981016,2022-12-27," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Staying @ Kharghar, Working @ Private Sector, Intrested in Oxy 2, revisit with family 3rd Jan -Follow Up/Revisit Discussions-02-06-23: Not answering calls
03-05-23: Not answering calls
Staying @ Kharghar, Working @ Private Sector, Intrested in Oxy 2, Booked EOI "
1981030,2022-12-29," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Client is civil engineer by profession, looking for 3BHK, didn't like the jodi sample flat, pitched upper floor, want to discuss with family, will finalize in Jan, just started scouting, want to explore more -Follow Up/Revisit Discussions-16.01 client have dropped the plan for this location, looking for option in ulwe side, tried to convinced him for this location, he hung up the call."
1981057,2023-01-04," 
 30-10-23 18:31 PM (Kirti Prakash) : Table Discussion-Comming sunday with his family -Follow Up/Revisit Discussions-Client wants to sale his own property 1 st 2) drop the plan"
1981064,2023-01-05," 
 30-10-23 18:19 PM (Kirti Prakash) : Table Discussion-Client is from Kharghar. Looking for 2BHK, liked the project, will discuss with family and let know through CP. -Follow Up/Revisit Discussions-Booked 5B-808"
1981082,2023-01-07," 
 30-10-23 18:31 PM (Kirti Prakash) : Table Discussion-Client staying in Chembur, work for a IT firm in lower Parel, looking for 2 BHK for his friend along, in late possession, also  pitched him Anandam -2 , explain the EOI process and it's benifit, need time to decide,then he will get back. -Follow Up/Revisit Discussions-12-06-23: Plan postpon for 2 years  financial issue, 
Ringing/Ringing/call me later "
1981088,2023-01-07," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-staying at Kalamboli nearly possession  -Follow Up/Revisit Discussions-01-05-23: Not Answering calls
15-05-23: Mostly RTMI In kharghar city 
03-05-23: NotAnswering calls
21-04-23: Not answering calls
13-04-23: Not Answering calls
20-03-23: he is not intrested , but want to visit with wife
17-03-23: Not Answering calls
Want some time for revisit with family, Not answering calls,Not answering calls Call 15th March"
1981095,2023-01-07," 
 30-10-23 18:42 PM (Kirti Prakash) : Table Discussion-client is retired from ONGC, looking for 2 BHK, have liked the project, just started scouting, didn't disclose his budget, want to explore more, need time. -Follow Up/Revisit Discussions-16.01 call not answered
27.01 call not answered
31.01 client came for general enquiry, need time
05.02 client want 1 BHK, under 50 L
09.02 call not answered, informed SM,
13.02 client visited site, gave the pricing, want 1 BHK in oxy 1 in 50 L all inc."
1981098,2023-01-07," 
 30-10-23 18:19 PM (Kirti Prakash) : Table Discussion-07/01/2023 - client stays in Mumbai, working in Police dept. intersted for 1bhk in budget of 45 lacs, exploring more projects in Taloja, liked the project,will discuss with family and will revert...call on 10/01/2023 for revisit confirmation... -Follow Up/Revisit Discussions-20/01/2023 - switched off...19/01/2023 - switched off...16/01/2023 - switched off...13/01/2023 - switched off...12/01/2023 - switched off..."
1981128,2023-01-07," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Booked 1BHK B4-804 -Follow Up/Revisit Discussions-"
1981150,2023-01-08," 
 30-10-23 18:31 PM (Kirti Prakash) : Table Discussion-staying at Chembur csop kalyan sister also interested in 1bhk want some time to revisit with family  -Follow Up/Revisit Discussions-02-05-23: Not Answering calls
03-05-23: Not Answering calls
staying at Chembur csop kalyan want some time to revisit with family "
1981076,2023-01-06," 
 30-10-23 18:44 PM (Kirti Prakash) : Table Discussion-client is Jeweller, stays in mankhurd, looking for 1 BHK and shop, came for general enquiry, have shortlisted one project in turbhe, didn't disclose his budget and shortlisted project name, will visit site on Thursday for further discussion. -Follow Up/Revisit Discussions-24.03 call not answered, As per SM he might come tomorrow
25.03 call not answered
31.03 call not answered
16.04 client said will try to visit site on 26th april
26.04 call not answered
05.05 call not answered, as per cp client is not interested"
1981079,2023-01-07," 
 30-10-23 18:31 PM (Kirti Prakash) : Table Discussion-Client staying in thane,He is tehsildar office looking for 2bhk ,near Possession , just started scouting , need time to decide -Follow Up/Revisit Discussions-12-06-23:Filalise @ Thane
ringing/Ringing -LOOKING OUT FOR MORE OPTION,WILL GET BACK TO YOU"
1981085,2023-01-07," 
 30-10-23 19:10 PM (Kirti Prakash) : Table Discussion-Client looking for  3BHk near Possession,stays in CBD Belapur, Work in birlasoft, , pitched 2 BHK , as 3 was not available and his budget is also less, he will get back in a week -Follow Up/Revisit Discussions-03-07-23:Not Connecting calls
26-06-23: Not Connecting calls
12-06-23: Not Connecting calls
ringing/ringing/cut the call"
1981089,2023-01-07," 
 30-10-23 19:10 PM (Kirti Prakash) : Table Discussion-staying at Kharghar want to explore  -Follow Up/Revisit Discussions-03-05-23: Not Answering calls
staying at Kharghar want to explore , Not disided at, Now @ gujrat,Not Answering calls"
1981092,2023-01-07," 
 30-10-23 19:10 PM (Kirti Prakash) : Table Discussion-staying at Chembur, 45Lac budget  -Follow Up/Revisit Discussions-03-05-23: Not answering calls
28-04-23: Not Answering calls
21-04-23: now out of india coming after 2 months
staying at Chembur, 45Lac budget "
1981105,2023-01-07," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Sanjay madharao -Follow Up/Revisit Discussions-Booked  ( Sanjay Madharao) 2 bhk"
1981106,2023-01-07," 
 30-10-23 18:31 PM (Kirti Prakash) : Table Discussion-Not reachable -Follow Up/Revisit Discussions-26.4.23 Switch off 30.4.23 Not reachable since long"
1981108,2023-01-07," 
 30-10-23 18:07 PM (Kirti Prakash) : Table Discussion-staying at Koperkhairane working at Thane IT 20l package family at jogeshwari want to visit with family 26th Jan  -Follow Up/Revisit Discussions-staying at Koperkhairane working at Thane IT 20l package family at jogeshwari want to visit with family , Family Not Intrested @ this locetion"
1981118,2023-01-07," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion-Client staying in Roadpali,He is looking for his 2 BHK for his Son , late near Possession , Conditional sales ,he has a land to sell in native, that money he will invest here, will again revisit with family...and then decide, -Follow Up/Revisit Discussions-Ringing/Ringing/call me later "
1981120,2023-01-07," 
 30-10-23 18:31 PM (Kirti Prakash) : Table Discussion-Client staying in Chembur, work for a IT firm in lower Parel, looking for 1 BHK for his friend along, in late possession, also  pitched him Anandam -2 , explain the EOI process and it's benifit, need time to decide,then he will get back. -Follow Up/Revisit Discussions-will get back to you,still scouting"
1981125,2023-01-07," 
 30-10-23 18:42 PM (Kirti Prakash) : Table Discussion-Client is from seawoods, looking for 2BHK, liked the project, wants to scout more and let know. -Follow Up/Revisit Discussions-17-01- Client said he is still scouting properties, nothing decided yet.
27-01- Client said they have dropped the plan as of now."
1981134,2023-01-08," 
 30-10-23 18:06 PM (Kirti Prakash) : Table Discussion- Client is looking for something in Resale ,not ready to listen anything...... Client said he just doesn't want this project, CP has discussed some Resale flat , that only he wants to see... -Follow Up/Revisit Discussions-12-07-23: Not Answering calls
03-07-23: Not Answering calls
26-06-23: Not Answering calls
12-06-23:Not aswering calls"
1981141,2023-01-08," 
 30-10-23 18:19 PM (Kirti Prakash) : Table Discussion-staying at bandra Business 2bhk with tarace want some time to finalise 50lac cash  -Follow Up/Revisit Discussions-staying at bandra Business 2bhk with tarace want some time to finalise 50lac cash , Finalising @ godrej Kalyan"
1981143,2023-01-08," 
 30-10-23 18:42 PM (Kirti Prakash) : Table Discussion-working at income tax want nearly possession  -Follow Up/Revisit Discussions-02-05-23: Plan drop finance issues
working at income tax want nearly possession cst , RTMI near stn."
1981131,2023-01-07," 
 30-10-23 18:42 PM (Kirti Prakash) : Table Discussion- Client is from Koparkhairne. Looking for 3BHK, interested but as there is no inventory available, have asked to inform once it is available. -Follow Up/Revisit Discussions-19-01- Dropped the plan."
